,img_path,label,gtin,desc_karf,desc_long,desc_short,name,true_label_gtin,predicted_label_gtin,predicted_gtin_enroll_folder,is_correct,name_predictions,gtin_predictions
10,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/1015_2.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00028400589895,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00028400589895,False,Cheetos Crunchy Flamin' Hot Cheese Flavored Snacks  oz Bag,00028400589895
11,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/105883_2.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00044000033279,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00044000033279,False,OREO Chocolate Sandwich Cookies Family Size  oz,00044000033279
12,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/110363_4.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00044700360019,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00044700360019,False,,
13,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/112371_3.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00048500202746,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00048500202746,False,Tropicana Pure Premium Original No Pulp % Orange Juice  oz Bottle,00048500202746
14,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/116012_5.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00044700360019,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00044700360019,False,,
15,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/116714_3.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00028400589895,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00028400589895,False,Cheetos Crunchy Flamin' Hot Cheese Flavored Snacks  oz Bag,00028400589895
16,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/118775_2.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00048500202746,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00048500202746,False,Tropicana Pure Premium Original No Pulp % Orange Juice  oz Bottle,00048500202746
17,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/120271_1.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00048500202746,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00048500202746,False,Tropicana Pure Premium Original No Pulp % Orange Juice  oz Bottle,00048500202746
18,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/122300_3.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00016000124790,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00016000124790,False,,
19,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/124009_3.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00028400589895,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00028400589895,False,Cheetos Crunchy Flamin' Hot Cheese Flavored Snacks  oz Bag,00028400589895
20,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/126025_3.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00019200793292,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00019200793292,False,Lysol Disinfectant Spray Sanitizing and Antibacterial Spray For Disinfecting and Deodorizing Crisp Linen  fl oz,00019200793292
21,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/127128_5.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00048500202746,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00048500202746,False,Tropicana Pure Premium Original No Pulp % Orange Juice  oz Bottle,00048500202746
22,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/129688_5.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00044000033279,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00044000033279,False,OREO Chocolate Sandwich Cookies Family Size  oz,00044000033279
23,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/131933_4.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00048500202746,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00048500202746,False,Tropicana Pure Premium Original No Pulp % Orange Juice  oz Bottle,00048500202746
24,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000001314/148663_5.png,3,00012000001314,Mountain Dew Soda 20 Oz,The original the one that started it all?Mtn Dew.Intense refreshment.Open a cold bottle of Mtn Dew and refresh your taste buds.#DOTHEDEW #MTNDEW,Mtn Dew exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz. Bottle,00012000001314,00048001213487,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00048001213487,False,Hellmann's Real Mayonnaise Condiment Real Mayo Gluten Free Made With % Cage-Free Eggs  oz,00048001213487
25,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000504051/189022_2.png,4,00012000504051,Pepsi Cola 16.9oz/6ct,  Bold refreshing cola  Live For Now  Includes  bottles of Pepsi soda,Pepsi - the bold refreshing robust cola,Pepsi Cola Soda Pop  oz  Pack Bottles,00012000504051,00019200793292,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00019200793292,False,Lysol Disinfectant Spray Sanitizing and Antibacterial Spray For Disinfecting and Deodorizing Crisp Linen  fl oz,00019200793292
26,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000809941/181146_1.png,5,00012000809941,Pepsi 12Oz 12Ct,  The bold refreshing cola born in New Bern NC in  and still bottled in the USA  Perfect for parties meals and celebrations big and small  Includes ()  oz cans   calories per can,Pepsi Cola  fl oz  count,Pepsi Cola Soda Pop  oz  Pack Cans,00012000809941,00012000504051,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00012000504051,False,Pepsi Cola Soda Pop  oz  Pack Bottles,00012000504051
27,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000809941/184342_1.png,5,00012000809941,Pepsi 12Oz 12Ct,  The bold refreshing cola born in New Bern NC in  and still bottled in the USA  Perfect for parties meals and celebrations big and small  Includes ()  oz cans   calories per can,Pepsi Cola  fl oz  count,Pepsi Cola Soda Pop  oz  Pack Cans,00012000809941,00012000504051,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00012000504051,False,Pepsi Cola Soda Pop  oz  Pack Bottles,00012000504051
28,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000809941/185279_1.png,5,00012000809941,Pepsi 12Oz 12Ct,  The bold refreshing cola born in New Bern NC in  and still bottled in the USA  Perfect for parties meals and celebrations big and small  Includes ()  oz cans   calories per can,Pepsi Cola  fl oz  count,Pepsi Cola Soda Pop  oz  Pack Cans,00012000809941,00012000504051,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00012000504051,False,Pepsi Cola Soda Pop  oz  Pack Bottles,00012000504051
29,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000809941/189291_1.png,5,00012000809941,Pepsi 12Oz 12Ct,  The bold refreshing cola born in New Bern NC in  and still bottled in the USA  Perfect for parties meals and celebrations big and small  Includes ()  oz cans   calories per can,Pepsi Cola  fl oz  count,Pepsi Cola Soda Pop  oz  Pack Cans,00012000809941,00016000468139,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00016000468139,False,Gardetto's Double Roasted Garlic Rye Chips  oz Bag,00016000468139
30,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000809941/192455_1.png,5,00012000809941,Pepsi 12Oz 12Ct,  The bold refreshing cola born in New Bern NC in  and still bottled in the USA  Perfect for parties meals and celebrations big and small  Includes ()  oz cans   calories per can,Pepsi Cola  fl oz  count,Pepsi Cola Soda Pop  oz  Pack Cans,00012000809941,00012000504051,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00012000504051,False,Pepsi Cola Soda Pop  oz  Pack Bottles,00012000504051
31,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000809965/226913_1.png,6,00012000809965,Mountain Dew 12 Oz /12 Ct,  Crack open a cold can of Mtn Dew and refresh your taste buds #DOTHEDEW #MountainDew  The original the one that started it all...Mtn Dew  Chuggable intense refreshment  Includes ()  oz cans of Mtn Dew,The original the one that started it all...Mtn Dew soda exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz  Pack Cans,00012000809965,00038000138416,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00038000138416,False,Pringles Potato Crisps Chips Lunch Snacks Snacks On The Go Original  Oz Can,00038000138416
32,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000809965/228389_1.png,6,00012000809965,Mountain Dew 12 Oz /12 Ct,  Crack open a cold can of Mtn Dew and refresh your taste buds #DOTHEDEW #MountainDew  The original the one that started it all...Mtn Dew  Chuggable intense refreshment  Includes ()  oz cans of Mtn Dew,The original the one that started it all...Mtn Dew soda exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz  Pack Cans,00012000809965,00078742229539,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00078742229539,False,Great Value % Apple Juice  Fl. Oz.,00078742229539
33,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000809965/232856_1.png,6,00012000809965,Mountain Dew 12 Oz /12 Ct,  Crack open a cold can of Mtn Dew and refresh your taste buds #DOTHEDEW #MountainDew  The original the one that started it all...Mtn Dew  Chuggable intense refreshment  Includes ()  oz cans of Mtn Dew,The original the one that started it all...Mtn Dew soda exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz  Pack Cans,00012000809965,00019200793292,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00019200793292,False,Lysol Disinfectant Spray Sanitizing and Antibacterial Spray For Disinfecting and Deodorizing Crisp Linen  fl oz,00019200793292
34,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000809965/233532_1.png,6,00012000809965,Mountain Dew 12 Oz /12 Ct,  Crack open a cold can of Mtn Dew and refresh your taste buds #DOTHEDEW #MountainDew  The original the one that started it all...Mtn Dew  Chuggable intense refreshment  Includes ()  oz cans of Mtn Dew,The original the one that started it all...Mtn Dew soda exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz  Pack Cans,00012000809965,00072250037068,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00072250037068,False,Nature's Own® Honey Wheat Bread  oz. Loaf,00072250037068
35,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012000809965/235727_1.png,6,00012000809965,Mountain Dew 12 Oz /12 Ct,  Crack open a cold can of Mtn Dew and refresh your taste buds #DOTHEDEW #MountainDew  The original the one that started it all...Mtn Dew  Chuggable intense refreshment  Includes ()  oz cans of Mtn Dew,The original the one that started it all...Mtn Dew soda exhilarates and quenches with its one of a kind bold taste.,Mountain Dew Citrus Soda Pop  oz  Pack Cans,00012000809965,00038000138430,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00038000138430,False,Pringles Potato Crisps Chips Lunch Snacks On The Go Snacks Sour Cream and Onion  Oz Can,00038000138430
36,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/splitfolders/test/00012587000229/182468_3.png,7,00012587000229,Glad: Clingwrap Plastic Wrap 300 sf,GLAD CLING N SEAL WRAP: Extend foods' freshness with X Freshness Protection with an airtight seal and moisture block technology; Packaging may varyPLASTIC FOOD WRAP: Glad Food Cling N Seal clings to multiple surfaces including glass metal and wood to keep leftovers fresh and prevent unwanted odorsCLING TIGHT WITHOUT A FIGHT: Glad Cling N Seal grips tight seals easy and is an ideal clinging wrap for steaming protecting and reheating food with superior cling technologyMICROWAVE SAFE PLASTIC WRAP: Glad Food Cling N Seal is made without BPA is microwave safe and stretches to fit a variety of foodsMULTIPURPOSE USE: Glad Food Cling N Seal was designed for a busy kitchen but doubles as a household staple for wrapping and storing everyday items with a superior easy to use cling for all ages,Glad Cling N Seal gives you X Freshness Protection with an airtight seal and moisture block technology. Glad Cling N Seal extends your foods freshness by keeping air out with a superior seal cling versus the national brand keeping your foods fresher longer based on moisture loss in produce versus no protection. Its easy to use roll makes protecting your favorite foods fast and simple. This food wrap is easy to handle and grips to a variety of surfaces such as glass and metal making it useful for portioning preparing steaming and protecting. Cling N Seal can be used outside of the kitchen too. It is great to use for preventing leaks in toiletries when traveling wrapping wet paint brushes to use later or keeping items in drawers when moving. Glad Cling N Seal is made without BPA and is microwave safe. Glad protects and seals with ease.,Glad Cling N Seal Plastic Food Wrap  Square Foot Roll,00012587000229,00044000069216,/home/jupyter/dvc-manual/gtin_60/data/prep/80gtin_allsubfolders/80gtin_ET/ET_size_90/00044000069216,False,Wheat Thins Original Whole Grain Wheat Crackers Family Size  Oz,00044000069216
